screen_name,location
AlfredoVenturaB,"La Esperanza, Quetzaltenango, Guatemala"
Saavedra_F,"Las Cumbres, Maldonado, 20000, Uruguay"
marcosarellano,"Orem, Utah County, Utah, United States"
miguelrospe,"Guadalajara, Jalisco, 44360, México"
bbcmundo,"London, Greater London, England, SW1A 2DX, United Kingdom"
MarielH04389843,"Santa Cruz, Argentina"
guimerllano,Bolivia
Americopp,"California, United States of America"
pablo_cassab,"Tarija, Bolivia"
EUSTAQUIODOSANT,"Miami, Miami-Dade County, Florida, United States of America"
hugo_010,"Villahermosa, Campo de Montiel, Ciudad Real, Castilla-La Mancha, España"
EfrenRocaA,"Guayaquil, Guayas, Ecuador"
Caliche_Carlo,"California, United States of America"
informador_INT,"Guadalajara, Jalisco, 44360, México"
pacomarmol22,"Badalona, Barcelonès, Barcelona, Catalunya, España"
markbsas,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
luisrodriguezrm,"Tigre, Partido de Tigre, Buenos Aires, Argentina"
GobernantesVer,"Xalapa, Veracruz de Ignacio de la Llave, 91170, México"
Pompeyo_X,"Bilbao, Bilboaldea, Bizkaia, Euskadi, España"
JoeSalazarMtz,"Gómez Palacio, Durango, 35000, México"
GobernantesVer,"Xalapa, Veracruz de Ignacio de la Llave, 91170, México"
AlfredoVenturaB,"La Esperanza, Quetzaltenango, Guatemala"
7dadefe81b2d42f,"La Plata, Partido de La Plata, Buenos Aires, Argentina"
andresortiztdd,"Trinidad, Las Animas County, Colorado, 81082, United States"
Humbert42024422,"León, Castilla y León, España"
CoraDeFernandez,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
AlfonzoVASQUEZ7,"Utah, United States"
SIPSE,"Mérida, Badajoz, Extremadura, 06800, España"
daviid_diego,"Piazza 80° Fanteria, Fiera-Catena, Mantova, Lombardia, Italia"
MANUELJOSESOTO2,"Asunción, Distrito Capital de Paraguay, Región Oriental, 1301, Paraguay"
elsoldepuebla1,"Puebla, México"
NicmerEvans,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
AlfredoVenturaB,"La Esperanza, Quetzaltenango, Guatemala"
idlebystander,"Düsseldorf, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 40213, Deutschland"
PausaMx,"Chihuahua, México"
taboamerino,"Matanzas, 73000, Cuba"
maduradascom,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
andfer18,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
FundacionMaat,"La Rioja, España"
ChrisMedCam,"Santa Cruz, Argentina"
melany_miranda_,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
luisrodriguezrm,"Tigre, Partido de Tigre, Buenos Aires, Argentina"
rodrigoAliaga25,"Santiago, Cantón Paraíso, Provincia Cartago, 30202, Costa Rica"
melany_miranda_,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Grace19Whitman,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
DodAM78144074,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
melany_miranda_,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
elciudadanoweb,"Rosario, Municipio de Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
SrJohn34,"Sucre, Provincia Oropeza, Chuquisaca, 9999, Bolivia"
turylevy,"Oakland, Alameda County, California, United States of America"
pauloavas,"Paraíba, Região Nordeste, Brasil"
melany_miranda_,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Marco01696871,"Santos, Região Imediata de Santos, Região Metropolitana da Baixada Santista, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
adiazpi,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
MANUELJOSESOTO2,"Asunción, Distrito Capital de Paraguay, Región Oriental, 1301, Paraguay"
pagina_siete,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
MarianaGaillard,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
veropereznnd,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
NewsweekEspanol,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
FogodoEon,"Bahia, Região Nordeste, Brasil"
insuasti90,Ecuador
owlfix,El Salvador
v_zilber,"Hannover, Region Hannover, Niedersachsen, Deutschland"
el_misae,República Dominicana
TaisCruzjotalip,"Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
Urquhart20,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
AExplorador,"Playa Dominicalito, Carretera Pacífica Fernández Oreamuno, Dominical, Bahía Ballena, Cantón Osa, Provincia Puntarenas, 60504, Costa Rica"
2dosbases,"Santa Rosa, Guatemala"
melany_miranda_,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
robinsnoticias,"Bothell, King County, Washington, United States"
AlfredoVenturaB,"La Esperanza, Quetzaltenango, Guatemala"
gomezfdavid,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
GoniCab,"Miramar, Broward County, Florida, United States"
Avila2005C1,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
emandeb,"Junín, Peru"
melany_miranda_,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
melany_miranda_,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Alrende,Brasil
yo_gringoloco,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Hugh__L,"Rosario, Municipio de Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
saragonit,"Santa Cruz, Argentina"
hoydiacordoba,"Córdoba, Andalucía, España"
teleamazonasec,"Quito, Pichincha, 17041, Ecuador"
constantinogue,"La Serena, Provincia de Elqui, Región de Coquimbo, Chile"
melany_miranda_,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
LuisVillegasGom,"Cochabamba, Kanata, Cercado, Cochabamba, Bolivia"
24HorasTVN,"Santiago, Cantón Paraíso, Provincia Cartago, 30202, Costa Rica"
BoliviaEnEuropa,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
AndreinamicaI,"La Plata, Partido de La Plata, Buenos Aires, Argentina"
HustonHugo,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
mantonioesok,"Santa Cruz, Argentina"
colectiva_red,Costa Rica
lisy_ponce,"Menzingen, Zug, 6313, Schweiz/Suisse/Svizzera/Svizra"
Jose_DRY,"Oleiros, Comarca da Coruña, A Coruña, Galicia / Galiza, España"
ElianitaBal,"Barcelona, Barcelonès, Barcelona, Catalunya, España"
J_E_A_S_,"México nuevo, Miguel Hidalgo, Ciudad de México, 11260, México"
ViaCordobaOK,"Córdoba, Andalucía, España"
AlfredoVenturaB,"La Esperanza, Quetzaltenango, Guatemala"
OraleQChiquito,"Durango, México"
NotiBolGroup,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
DiarioQro,"Querétaro, México"
LllMartinezz,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
robertgarding,"Jamestown, Stutsman County, North Dakota, United States"
Ricardo98981504,"Puerto Rico, Orocovis, Puerto Rico, United States"
GraceParkerS,"Washington, District of Columbia, 20500, United States of America"
AristotletheG8,"New York, United States of America"
Expectativas01,"Comodoro Rivadavia, Departamento Escalante, Chubut, Golfo San Jorge"
FRENS_Carabobo,"Carabobo, Central, Venezuela"
Riverastro,"Guadalajara, Jalisco, 44360, México"
SolDeZamora,"Zamora, Castilla y León, España"
soldemorelia,"Morelia, Michoacán de Ocampo, 58000, México"
Mponceortiz1981,"Camiri, Provincia Cordillera, Santa Cruz, Bolivia"
fg3012cna,"Cumaná, Municipio Sucre, Sucre, 6101, Venezuela"
Albavalderrama,"UT 10, Price, Carbon County, Utah, 84501, United States"
FHidalgoVergara,"Centro de, Avenida Constitución, Lomas del Padre, Cuajimalpa de Morelos, Ciudad de México, 05020, México"
RMENDEZC,"Maracay, Municipio Girardot, Aragua, 2104, Venezuela"
DanielLeyvaGzl,"New York, United States of America"
TalaricoDani,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
DanielLeyvaGzl,"New York, United States of America"
JulienRivero,"Bruxelles / Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België - Belgique - Belgien"
juandcartagena,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
RAbujder,"Cochabamba, Kanata, Cercado, Cochabamba, Bolivia"
eltoto36,"Tampico, Tamaulipas, 89160, México"
hecnanvera,"Maracaibo, Municipio Maracaibo, Zulia, 4001, Venezuela"
patriciasalasc2,"Yucatán, México"
oscarbambino,"Acapulco, Acapulco de Juárez, Guerrero, 39300, México"
Jmanwookie777,"Minnesota, United States of America"
carlagastal,"Campeche, México"
picarai85,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
AguilaTezanos,Bolivia
MarilinTerra,"Falcón, Región Centroccidental, Venezuela"
MarilinTerra,"Falcón, Región Centroccidental, Venezuela"
alej_AJ,"Santa Cruz, Argentina"
SilviaHarrow,"Sydney, New South Wales, Australia"
escriboconlaizq,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
seba19731,"Vicente López, Partido de Vicente López, Buenos Aires, Argentina"
MarilinTerra,"Falcón, Región Centroccidental, Venezuela"
SultryRobin,"La Jolla, San Diego County, California, 92037, United States"
Carlos1FHC,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
juanrobles_1,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Riverastro,"Guadalajara, Jalisco, 44360, México"
hmbrhrmg,"Aguascalientes, México"
FOLKLOmedia,"Santa Cruz, Argentina"
KattykaB,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
juandcartagena,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
MaribelNunezV,"Santo Domingo, Santo Domingo De Guzmán, Distrito Nacional, 10129, República Dominicana"
DolarToday,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
rlg_n,"Quito, Pichincha, 17041, Ecuador"
hecnanvera,"Maracaibo, Municipio Maracaibo, Zulia, 4001, Venezuela"
AldoJuradoX,"Tláhuac, Ciudad de México, México"
CentroNewspaper,"Toronto, Golden Horseshoe, Ontario, M6K 1X9, Canada"
BerrezuetaOscar,"Azuay, Ecuador"
pagina_siete,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
CesarMunoz13,"Upata, Distrito Caroní, Bolívar, 8052, Venezuela"
jguerraeq,"San Diego, San Diego County, California, United States of America"
Riverastro,"Guadalajara, Jalisco, 44360, México"
miolaoli,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
aquarius1hirg,"Distrito Federal, Região Centro-Oeste, Brasil"
PalczynskaAnna,"Ontario, Canada"
rlg_n,"Quito, Pichincha, 17041, Ecuador"
yendita,"Santa Cruz de la Sierra, Provincia Andrés Ibáñez, Santa Cruz, 3212, Bolivia"
DiarioTalCual,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
NevikBelial,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
LuZambran,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
MireyaJ2,"Ciudad Ojeda, Municipio Lagunillas, Zulia, 4017, Venezuela"
BerrezuetaOscar,"Azuay, Ecuador"
ojodgato,"Virginia, United States of America"
BerdaderaH,"Москва, Центральный административный округ, Москва, Центральный федеральный округ, Россия"
romis58,"Guanajuato, México"
DiarioLaPrensa,"San Pedro Sula, Cortés, Honduras"
Riverastro,"Guadalajara, Jalisco, 44360, México"
DolarToday,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
Silfer07Silvia,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
SilviaHarrow,"Sydney, New South Wales, Australia"
blanca_mar2004,"Puebla, México"
Lasc2010,"Lima, Peru"
rgvelazquez,"Aragua, Central, Venezuela"
edm_dantes,"Tucumán, Argentina"
RaulfFernando,"Potosí, Bolivia"
Catolica_lucha,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
danoninodanz,"Guanajuato, México"
FRENS_Carabobo,"Carabobo, Central, Venezuela"
FRENS_Carabobo,"Carabobo, Central, Venezuela"
daviru3,"Portoviejo, Manabí, Ecuador"
lourdesdoprado,"Minas Gerais, Região Sudeste, Brasil"
Armando91167006,"Distrito Federal, Região Centro-Oeste, Brasil"
Hablamachetero,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
magugaki,"Monterrey, Nuevo León, México"
sebasluca3820,"Florida, United States of America"
EmbaCuba_Haiti,"Port-au-Prince, Arrondissement de Port-au-Prince, Département de l'Ouest, BP98, Haiti"
rionymg,"London, Greater London, England, SW1A 2DX, United Kingdom"
onajarfuentes,"Zapopan, Jalisco, 45129, México"
SQUALORHA,"Zapopan, Jalisco, 45129, México"
joeljimenezb,"Michoacán de Ocampo, México"
RicardoMagos,"Acapulco, Acapulco de Juárez, Guerrero, 39300, México"
Catolica_lucha,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
luisfmurillo,"Puerto Vallarta, Jalisco, 48300, México"
BibianaSants,"Rosario, Municipio de Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
mcardenasoyarzo,"Puerto Montt, Provincia de Llanquihue, Región de Los Lagos, Chile"
Catolica_lucha,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
RealADuran,"New York, United States of America"
LightYagamiand,"Nezahualcóyotl, Estado de México, 57000, México"
nely31121,"Almirante Brown, Ushuaia, Departamento Ushuaia, Tierra del Fuego, Argentina"
Catolica_lucha,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
JanetTorresDice,"Chiclayo, Lambayeque, Perú"
ElvinAngelLina3,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
pulgaralmich,"Uruapan, Michoacán de Ocampo, México"
Deoliveira410,"Los Angeles, Los Angeles County, California, United States of America"
sctoscar,"Yucatán, México"
jhimyvallejos,"Lima, Peru"
lechu1384,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
igvasquez,"Montevideo, Uruguay"
Catolica_lucha,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
ProcesoDigital,"Tegucigalpa, Francisco Morazán, 12101, Honduras"
VictorHugoVega1,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Jesus30117095,"Segovia, Castilla y León, España"
Pliniosg23,"Managua, Managua (Municipio), Departamento de Managua, 10000 (CODIGO MAESTRO), Nicaragua"
maduradascom,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
aaareees00,"Barcelona, Barcelonès, Barcelona, Catalunya, España"
DolarToday,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
raumunz,"Provincia Alajuela, Costa Rica"
Eduardo8Monte,"Cuauhtémoc, Ciudad de México, México"
portella57,"Los Angeles, Los Angeles County, California, United States of America"
elespectador,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
dimelza_delgado,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Catolica_lucha,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
huevocarajo,"Mississippi, United States of America"
Ciudadano2Cero,"Atlacomulco, Estado de México, 50490, México"
heremalcolm,"Radebeul, Meißen, Sachsen, 01445, Deutschland"
H4ZIBO_YT,"Bridgwater, Somerset, South West England, England, TA6, United Kingdom"
AngelVelascoA,"Manche, Normandie, France métropolitaine, France"
Pepa11155029,"Tarragona, Tarragonès, Tarragona, Catalunya, España"
guidorubio,"Flores, KABUPATEN MANGGARAI, Nusa Tenggara Timur, Indonesia"
HamannFernando,"Barra da Tijuca, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
papudelospapus_,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
maduradascom,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
gdaviddenis,"Distrito Capital, Colombia"
ivcartagena13,"Dallas, Dallas County, Texas, United States of America"
NevikBelial,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
giroenudigital,"Girardot, Cundinamarca, 252431, Colombia"
JuanJoseGuevara,"Florida, United States of America"
cleytonza,"Queensland, Australia"
DolarToday,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
amartinez478,"Guanajuato, México"
Marco_Cortes93,"Zapopan, Jalisco, 45129, México"
PaulaTeoo,"Mar del Plata, Partido de General Pueyrredón, Buenos Aires, Argentina"
drpachecot,"Santiago, Cantón Paraíso, Provincia Cartago, 30202, Costa Rica"
LordBlack36,"Mazatlán, Sinaloa, 82000, México"
AlvaroMartinG,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
DaKellert,"Berlin, 10117, Deutschland"
MaigidaAbdullah,"Minna, Chanchaga, Niger, Nigeria"
RobertoK2021,"Distrito Capital, Colombia"
DolarToday,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
RadioGtmo,"Guantánamo, Cuba"
jrsestaca,"Ciudad de México, México"
sonda_ton,"El Bajio (Bojorquez), Hermosillo, Sonora, México"
CaroOvares,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
vgutierrezf35,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
Carlos_paz_1970,"Maracaibo, Municipio Maracaibo, Zulia, 4001, Venezuela"
tonnylp,"Alto, Cuneo, Piemonte, Italia"
david_rubio7,"Alacant / Alicante, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, España"
CAllstadt,"New York, United States of America"
Gavaldaraul,"Rosario, Municipio de Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
FreddyteleSUR,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
lepefi74,"Montevideo, Uruguay"
Maurolog0,"Recoleta, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
Paquirri1981,"Machala, El Oro, Ecuador"
juantrasmonte,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
amgonzalezar,"Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina"
hectorestepa,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
pinkfloyd_jd,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
federicfpv,"General San Martín, Partido de General San Martín, Buenos Aires, Argentina"
ANBOLIVIA,"Alto, Cuneo, Piemonte, Italia"
ELEchoqueM,"Alto, Cuneo, Piemonte, Italia"
marcelo_yaquet,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
Gavaldaraul,"Rosario, Municipio de Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
CoraDeFernandez,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
TorDay61,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
noticiero_la,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
Class987FM,"San Carlos, Oriente, Antioquia, Colombia"
ConclusionRos,"Rosario, Municipio de Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
djmaleta,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
eamestoy,"Montevideo, Uruguay"
NeoInformes,"Comunidad de Madrid, España"
seguezaqueu,"Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
intiqueiroz,"La Spezia, Liguria, Italia"
alejandradunc16,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
